precision,language,idx,nll,chars
bf16,English,0,121.28652954101562,164
bf16,English,1,99.81329345703125,193
bf16,English,2,69.47406768798828,75
bf16,English,3,97.09364318847656,152
bf16,English,4,90.7028579711914,130
bf16,English,5,96.19036865234375,168
bf16,English,6,59.89714050292969,109
bf16,English,7,64.46546173095703,62
bf16,English,8,120.54736328125,147
bf16,English,9,50.73455810546875,48
bf16,English,10,70.0948486328125,87
bf16,English,11,102.13194274902344,173
bf16,English,12,67.11395263671875,102
bf16,English,13,92.8243408203125,116
bf16,English,14,188.40440368652344,192
bf16,English,15,169.2161865234375,192
bf16,English,16,146.36639404296875,218
bf16,English,17,109.23274230957031,119
bf16,English,18,101.99425506591797,165
bf16,English,19,246.43844604492188,351
bf16,English,20,80.72773742675781,115
bf16,English,21,106.59874725341797,154
bf16,English,22,40.660945892333984,90
bf16,English,23,54.55147171020508,73
bf16,English,24,54.54829406738281,76
bf16,English,25,102.94586181640625,210
bf16,English,26,79.6919174194336,140
bf16,English,27,48.457618713378906,76
bf16,English,28,53.83863830566406,64
bf16,English,29,56.853363037109375,59
bf16,English,30,38.42887496948242,92
bf16,English,31,80.46864318847656,110
bf16,English,32,115.37283325195312,110
bf16,English,33,107.92236328125,155
bf16,English,34,78.56239318847656,110
bf16,English,35,85.21248626708984,123
bf16,English,36,117.79397583007812,180
bf16,English,37,133.73825073242188,116
bf16,English,38,83.3311767578125,124
bf16,English,39,50.13841247558594,63
bf16,English,40,67.16908264160156,121
bf16,English,41,177.03533935546875,230
bf16,English,42,44.68085479736328,75
bf16,English,43,154.22543334960938,327
bf16,English,44,91.47645568847656,207
bf16,English,45,60.74673080444336,81
bf16,English,46,50.50593948364258,78
bf16,English,47,98.62635040283203,149
bf16,English,48,50.669803619384766,115
bf16,English,49,86.2064208984375,144
bf16,English,50,91.96885681152344,121
bf16,English,51,148.48594665527344,275
bf16,English,52,94.1973648071289,154
bf16,English,53,83.45838928222656,144
bf16,English,54,90.68568420410156,180
bf16,English,55,80.5565185546875,117
bf16,English,56,129.6544189453125,283
bf16,English,57,96.59664916992188,121
bf16,English,58,89.18881225585938,147
bf16,English,59,88.49596405029297,187
