model,precision,language,nll_per_char,vram_gb,increase_vs_bf16_pct
google/gemma-3-1b-pt,bf16,English,0.6912256903746306,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Hindi,1.031318833616449,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Bengali,1.1623106407646349,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Marathi,1.2028121851371238,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Gujarati,1.284489746671903,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Punjabi,1.722224094772536,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Odia,1.9422399599102271,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Tamil,0.969983724823647,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Telugu,1.2321065493184336,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Kannada,1.1932647543768988,1.8624601364135742,0.0
google/gemma-3-1b-pt,bf16,Malayalam,1.105447088511934,1.8624601364135742,0.0
google/gemma-3-1b-pt,int8,English,0.6922281495265549,1.2291955947875977,0.1450263157003029
google/gemma-3-1b-pt,int8,Hindi,1.0350942319964176,1.2291955947875977,0.3660748021763194
google/gemma-3-1b-pt,int8,Bengali,1.169153647063205,1.2291955947875977,0.588741603025178
google/gemma-3-1b-pt,int8,Marathi,1.2081860021716917,1.2291955947875977,0.44677108371289354
google/gemma-3-1b-pt,int8,Gujarati,1.2936786765018242,1.2291955947875977,0.7153758800900967
google/gemma-3-1b-pt,int8,Punjabi,1.7319583073473583,1.2291955947875977,0.565211728506676
google/gemma-3-1b-pt,int8,Odia,1.9621608518779734,1.2291955947875977,1.0256658486558434
google/gemma-3-1b-pt,int8,Tamil,0.97727756793936,1.2291955947875977,0.7519552059535028
google/gemma-3-1b-pt,int8,Telugu,1.239444234591529,1.2291955947875977,0.5955398319369865
google/gemma-3-1b-pt,int8,Kannada,1.2042889936353203,1.2291955947875977,0.9238720257163768
google/gemma-3-1b-pt,int8,Malayalam,1.1148267842496535,1.2291955947875977,0.8484979367348711
google/gemma-3-1b-pt,nf4,English,0.7067672050520267,0.9363346099853516,2.2483994582106703
google/gemma-3-1b-pt,nf4,Hindi,1.0618060156537494,0.9363346099853516,2.9561354882265967
google/gemma-3-1b-pt,nf4,Bengali,1.188585068059454,0.9363346099853516,2.260534006428294
google/gemma-3-1b-pt,nf4,Marathi,1.2480124047844137,0.9363346099853516,3.757878429053063
google/gemma-3-1b-pt,nf4,Gujarati,1.3385596203894352,0.9363346099853516,4.209443777782318
google/gemma-3-1b-pt,nf4,Punjabi,1.7754739550223837,0.9363346099853516,3.0919240075363508
google/gemma-3-1b-pt,nf4,Odia,2.0602960533156955,0.9363346099853516,6.078347466958989
google/gemma-3-1b-pt,nf4,Tamil,1.0086522014834045,0.9363346099853516,3.986507780508153
google/gemma-3-1b-pt,nf4,Telugu,1.296130941097474,0.9363346099853516,5.19633564276214
google/gemma-3-1b-pt,nf4,Kannada,1.2500475183551103,0.9363346099853516,4.758605646394232
google/gemma-3-1b-pt,nf4,Malayalam,1.1546815989681913,0.9363346099853516,4.4538097723458625
