model,precision,language,nll_per_char,vram_gb,increase_vs_bf16_pct
meta-llama/Llama-3.2-1B,bf16,English,0.6679089085185698,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Hindi,1.0688326060365165,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Bengali,1.347987462385355,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Marathi,1.3832327610928474,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Gujarati,1.6206806001632632,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Punjabi,1.8743938213751163,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Odia,1.6791312101310838,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Tamil,1.162879603564201,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Telugu,1.4108561128393984,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Kannada,1.3393349259560308,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,bf16,Malayalam,1.300895221658667,2.302861213684082,0.0
meta-llama/Llama-3.2-1B,int8,English,0.6701976820316485,1.405949592590332,0.3426774944738087
meta-llama/Llama-3.2-1B,int8,Hindi,1.0786451200109783,1.405949592590332,0.9180590037245251
meta-llama/Llama-3.2-1B,int8,Bengali,1.3806867189229046,1.405949592590332,2.425783432709827
meta-llama/Llama-3.2-1B,int8,Marathi,1.397081525675671,1.405949592590332,1.0011883012286393
meta-llama/Llama-3.2-1B,int8,Gujarati,1.664244162310181,1.405949592590332,2.687979490994663
meta-llama/Llama-3.2-1B,int8,Punjabi,1.9111984086392575,1.405949592590332,1.9635461259224662
meta-llama/Llama-3.2-1B,int8,Odia,1.7370866648550554,1.405949592590332,3.451514353035412
meta-llama/Llama-3.2-1B,int8,Tamil,1.197649995031341,1.405949592590332,2.990025051653622
meta-llama/Llama-3.2-1B,int8,Telugu,1.4554021689905443,1.405949592590332,3.157377690450325
meta-llama/Llama-3.2-1B,int8,Kannada,1.3808410415381822,1.405949592590332,3.0990094245861632
meta-llama/Llama-3.2-1B,int8,Malayalam,1.343181204790378,1.405949592590332,3.2505295144212853
meta-llama/Llama-3.2-1B,nf4,English,0.6815440466681426,1.0081148147583008,2.041466729320285
meta-llama/Llama-3.2-1B,nf4,Hindi,1.1244508308115597,1.0081148147583008,5.203642222451332
meta-llama/Llama-3.2-1B,nf4,Bengali,1.5922698655941137,1.0081148147583008,18.12200855165853
meta-llama/Llama-3.2-1B,nf4,Marathi,1.49493510099255,1.0081148147583008,8.075455052947866
meta-llama/Llama-3.2-1B,nf4,Gujarati,1.9114602429426921,1.0081148147583008,17.941822882937974
meta-llama/Llama-3.2-1B,nf4,Punjabi,2.14611071303432,1.0081148147583008,14.496254125499819
meta-llama/Llama-3.2-1B,nf4,Odia,2.136030491381493,1.0081148147583008,27.210457318266435
meta-llama/Llama-3.2-1B,nf4,Tamil,1.4596571166056538,1.0081148147583008,25.520914816274697
meta-llama/Llama-3.2-1B,nf4,Telugu,1.770098462943492,1.0081148147583008,25.462720601685284
meta-llama/Llama-3.2-1B,nf4,Kannada,1.6769735598902171,1.0081148147583008,25.209425020644225
meta-llama/Llama-3.2-1B,nf4,Malayalam,1.6224380234599742,1.0081148147583008,24.717040730715723
